Data/Folder/File, TRUE label, CLASSIFIED label
('data/071/000', 'spam') spam
('data/074/029', 'spam') spam
('data/074/030', 'spam') spam
('data/074/031', 'spam') spam
('data/074/032', 'spam') spam
('data/074/033', 'spam') ham
('data/074/034', 'spam') spam
('data/074/035', 'spam') spam
('data/074/036', 'spam') spam
('data/074/037', 'spam') spam
('data/074/038', 'spam') spam
('data/074/039', 'spam') spam
('data/074/040', 'spam') spam
('data/074/041', 'spam') ham
('data/074/042', 'spam') spam
('data/074/043', 'spam') spam
('data/074/044', 'ham') ham
('data/074/045', 'ham') ham
('data/074/046', 'spam') spam
('data/074/047', 'spam') spam
('data/074/048', 'spam') spam
('data/074/049', 'spam') spam
('data/074/050', 'spam') spam
('data/074/051', 'spam') spam
('data/074/052', 'spam') spam
('data/074/053', 'spam') spam
('data/074/054', 'spam') spam
('data/074/055', 'spam') spam
('data/074/056', 'spam') spam
('data/074/057', 'spam') spam
('data/074/058', 'spam') spam
('data/074/059', 'spam') spam
('data/074/060', 'spam') spam
('data/074/061', 'spam') spam
('data/074/062', 'spam') ham
('data/074/063', 'spam') ham
('data/074/064', 'spam') spam
('data/074/065', 'spam') spam
('data/074/066', 'spam') spam
('data/074/067', 'spam') ham
('data/074/068', 'spam') spam
('data/074/069', 'spam') spam
('data/074/070', 'spam') spam
('data/074/071', 'spam') spam
('data/074/072', 'spam') ham
('data/074/073', 'ham') ham
('data/074/074', 'spam') spam
('data/074/075', 'spam') spam
('data/074/076', 'spam') spam
('data/074/077', 'ham') ham
('data/074/078', 'spam') spam
('data/074/079', 'ham') ham
('data/074/080', 'ham') ham
('data/074/081', 'ham') ham
('data/074/082', 'ham') ham
('data/074/083', 'ham') ham
('data/074/084', 'spam') ham
('data/074/085', 'spam') spam
('data/074/086', 'ham') ham
('data/074/087', 'ham') ham
('data/074/088', 'ham') ham
('data/074/089', 'spam') spam
('data/074/090', 'ham') ham
('data/074/091', 'spam') spam
('data/074/092', 'spam') spam
('data/074/093', 'spam') spam
('data/074/094', 'spam') spam
('data/074/095', 'spam') spam
('data/074/096', 'spam') spam
('data/074/097', 'spam') ham
('data/074/098', 'ham') ham
('data/074/099', 'ham') ham
('data/074/100', 'spam') spam
('data/074/101', 'spam') spam
('data/074/102', 'spam') spam
('data/074/103', 'spam') spam
('data/074/104', 'spam') spam
('data/074/105', 'spam') spam
('data/074/106', 'ham') ham
('data/074/107', 'ham') ham
('data/074/108', 'ham') ham
('data/074/109', 'spam') spam
('data/074/110', 'spam') spam
('data/074/111', 'spam') spam
('data/074/112', 'spam') spam
('data/074/113', 'spam') spam
('data/074/114', 'spam') spam
('data/074/115', 'spam') spam
('data/074/116', 'spam') spam
('data/074/117', 'spam') spam
('data/074/118', 'spam') spam
('data/074/119', 'spam') spam
('data/074/120', 'spam') ham
('data/074/121', 'spam') spam
('data/074/122', 'ham') ham
('data/074/123', 'spam') ham
('data/074/124', 'spam') spam
('data/074/125', 'ham') ham
('data/074/126', 'spam') spam
('data/074/127', 'spam') spam
('data/074/128', 'spam') spam
('data/074/129', 'spam') spam
('data/074/130', 'spam') spam
('data/074/131', 'ham') ham
('data/074/132', 'ham') ham
('data/074/133', 'ham') ham
('data/074/134', 'spam') ham
('data/074/135', 'spam') spam
('data/074/136', 'spam') spam
('data/074/137', 'spam') spam
('data/074/138', 'spam') spam
('data/074/139', 'spam') spam
('data/074/140', 'spam') spam
('data/074/141', 'spam') ham
('data/074/142', 'spam') spam
('data/074/143', 'spam') spam
('data/074/144', 'spam') spam
('data/074/145', 'spam') spam
('data/074/146', 'ham') ham
('data/074/147', 'spam') spam
('data/074/148', 'ham') ham
('data/074/149', 'ham') ham
('data/074/150', 'ham') ham
('data/074/151', 'spam') spam
('data/074/152', 'ham') ham
('data/074/153', 'spam') spam
('data/074/154', 'ham') ham
('data/074/155', 'ham') ham
('data/074/156', 'ham') ham
('data/074/157', 'ham') ham
('data/074/158', 'ham') ham
('data/074/159', 'ham') ham
('data/074/160', 'spam') spam
('data/074/161', 'spam') spam
('data/074/162', 'spam') spam
('data/074/163', 'spam') spam
('data/074/164', 'spam') spam
('data/074/165', 'spam') spam
('data/074/166', 'ham') ham
('data/074/167', 'ham') ham
('data/074/168', 'spam') spam
('data/074/169', 'spam') spam
('data/074/170', 'ham') ham
('data/074/171', 'ham') ham
('data/074/172', 'ham') ham
('data/074/173', 'spam') spam
('data/074/174', 'ham') ham
('data/074/175', 'ham') ham
('data/074/176', 'ham') ham
('data/074/177', 'ham') ham
('data/074/178', 'ham') ham
('data/074/179', 'ham') ham
('data/074/180', 'ham') ham
('data/074/181', 'ham') ham
('data/074/182', 'ham') ham
('data/074/183', 'spam') spam
('data/074/184', 'spam') spam
('data/074/185', 'spam') spam
('data/074/186', 'spam') spam
('data/074/187', 'ham') ham
('data/074/188', 'spam') spam
('data/074/189', 'ham') ham
('data/074/190', 'spam') spam
('data/074/191', 'spam') spam
('data/074/192', 'ham') ham
('data/074/193', 'ham') ham
('data/074/194', 'ham') ham
('data/074/195', 'ham') ham
('data/074/196', 'spam') spam
('data/074/197', 'spam') spam
('data/074/198', 'spam') spam
('data/074/199', 'spam') spam
('data/074/200', 'spam') ham
('data/074/201', 'spam') spam
('data/074/202', 'spam') spam
('data/074/203', 'spam') spam
('data/074/204', 'spam') spam
('data/074/205', 'spam') spam
('data/074/206', 'spam') spam
('data/074/207', 'spam') spam
('data/074/208', 'spam') spam
('data/074/209', 'spam') spam
('data/074/210', 'spam') spam
('data/074/211', 'spam') spam
('data/074/212', 'ham') ham
('data/074/213', 'ham') ham
('data/074/214', 'ham') ham
('data/074/215', 'ham') ham
('data/074/216', 'spam') ham
('data/074/217', 'spam') spam
('data/074/218', 'spam') spam
('data/074/219', 'spam') spam
('data/074/220', 'ham') ham
('data/074/221', 'ham') ham
('data/074/222', 'spam') ham
('data/074/223', 'ham') ham
('data/074/224', 'spam') spam
('data/074/225', 'spam') spam
('data/074/226', 'spam') spam
('data/074/227', 'spam') spam
('data/074/228', 'spam') spam
('data/074/229', 'ham') ham
('data/074/230', 'ham') ham
('data/074/231', 'spam') spam
('data/074/232', 'spam') spam
('data/074/233', 'ham') ham
('data/074/234', 'ham') ham
('data/074/235', 'spam') spam
('data/074/236', 'spam') spam
('data/074/237', 'spam') spam
('data/074/238', 'spam') spam
('data/074/239', 'spam') spam
('data/074/240', 'ham') ham
('data/074/241', 'spam') spam
('data/074/242', 'spam') spam
('data/074/243', 'ham') ham
('data/074/244', 'ham') ham
('data/074/245', 'spam') spam
('data/074/246', 'spam') spam
('data/074/247', 'spam') spam
('data/074/248', 'spam') spam
('data/074/249', 'spam') ham
('data/074/250', 'spam') spam
('data/074/251', 'spam') spam
('data/074/252', 'spam') spam
('data/074/253', 'spam') spam
('data/074/254', 'spam') spam
('data/074/255', 'spam') ham
('data/074/256', 'spam') spam
('data/074/257', 'spam') spam
('data/074/258', 'spam') spam
('data/074/259', 'spam') spam
('data/074/260', 'spam') spam
('data/074/261', 'spam') ham
('data/074/262', 'spam') spam
('data/074/263', 'spam') spam
('data/074/264', 'spam') spam
('data/074/265', 'ham') ham
('data/074/266', 'ham') ham
('data/074/267', 'ham') ham
('data/074/268', 'spam') spam
('data/074/269', 'ham') ham
('data/074/270', 'spam') spam
('data/074/271', 'spam') spam
('data/074/272', 'spam') spam
('data/074/273', 'ham') ham
('data/074/274', 'ham') ham
('data/074/275', 'spam') spam
('data/074/276', 'spam') spam
('data/074/277', 'spam') spam
('data/074/278', 'spam') spam
('data/074/279', 'spam') spam
('data/074/280', 'spam') ham
('data/074/281', 'spam') spam
('data/074/282', 'spam') spam
('data/074/283', 'spam') spam
('data/074/284', 'spam') spam
('data/074/285', 'ham') spam
('data/074/286', 'ham') ham
('data/074/287', 'spam') spam
('data/074/288', 'spam') spam
('data/074/289', 'spam') spam
('data/074/290', 'spam') spam
('data/074/291', 'spam') spam
('data/074/292', 'spam') spam
('data/074/293', 'spam') spam
('data/074/294', 'spam') spam
('data/074/295', 'spam') spam
('data/074/296', 'spam') ham
('data/074/297', 'spam') ham
('data/074/298', 'spam') ham
('data/074/299', 'spam') spam
('data/075/000', 'spam') spam
('data/075/001', 'ham') ham
('data/075/002', 'ham') ham
('data/075/003', 'ham') ham
('data/075/004', 'spam') spam
('data/075/005', 'spam') spam
('data/075/006', 'ham') ham
('data/075/007', 'ham') ham
('data/075/008', 'ham') ham
('data/075/009', 'spam') spam
('data/075/010', 'ham') ham
('data/075/011', 'spam') spam
('data/075/012', 'spam') spam
('data/075/013', 'spam') ham
('data/075/014', 'ham') ham
('data/075/015', 'ham') ham
('data/075/016', 'ham') ham
('data/075/017', 'spam') ham
('data/075/018', 'spam') ham
('data/075/019', 'ham') ham
('data/075/020', 'ham') ham
('data/075/021', 'ham') ham
('data/075/022', 'ham') ham
('data/075/023', 'ham') ham
('data/075/024', 'spam') spam
('data/075/025', 'spam') ham
('data/075/026', 'spam') spam
('data/075/027', 'spam') spam
('data/075/028', 'spam') spam
('data/075/029', 'spam') spam
('data/075/030', 'spam') spam
('data/075/031', 'spam') ham
('data/075/032', 'spam') spam
('data/075/033', 'spam') spam
('data/075/034', 'spam') spam
('data/075/035', 'spam') spam
('data/075/036', 'spam') spam
('data/075/037', 'spam') spam
('data/075/038', 'spam') spam
('data/075/039', 'spam') spam
('data/075/040', 'spam') spam
('data/075/041', 'spam') spam
('data/075/042', 'spam') spam
('data/075/043', 'spam') spam
('data/075/044', 'spam') spam
('data/075/045', 'spam') spam
('data/075/046', 'spam') spam
('data/075/047', 'ham') ham
('data/075/048', 'ham') ham
('data/075/049', 'ham') ham
('data/075/050', 'ham') ham
('data/075/051', 'ham') ham
('data/075/052', 'spam') spam
('data/075/053', 'spam') spam
('data/075/054', 'spam') spam
('data/075/055', 'ham') ham
('data/075/056', 'ham') ham
('data/075/057', 'spam') spam
('data/075/058', 'spam') spam
('data/075/059', 'spam') spam
('data/075/060', 'spam') spam
('data/075/061', 'spam') spam
('data/075/062', 'spam') spam
('data/075/063', 'ham') ham
('data/075/064', 'ham') ham
('data/075/065', 'ham') ham
('data/075/066', 'ham') ham
('data/075/067', 'ham') ham
('data/075/068', 'spam') spam
('data/075/069', 'spam') spam
('data/075/070', 'spam') spam
('data/075/071', 'ham') ham
('data/075/072', 'spam') spam
('data/075/073', 'ham') ham
('data/075/074', 'ham') ham
('data/075/075', 'ham') spam
('data/075/076', 'spam') spam
('data/075/077', 'ham') ham
('data/075/078', 'ham') ham
('data/075/079', 'spam') spam
('data/075/080', 'spam') spam
('data/075/081', 'spam') spam
('data/075/082', 'spam') ham
('data/075/083', 'spam') spam
('data/075/084', 'spam') spam
('data/075/085', 'spam') spam
('data/075/086', 'spam') spam
('data/075/087', 'spam') spam
('data/075/088', 'ham') ham
('data/075/089', 'spam') spam
('data/075/090', 'spam') ham
('data/075/091', 'spam') spam
('data/075/092', 'spam') spam
('data/075/093', 'spam') spam
('data/075/094', 'spam') spam
('data/075/095', 'spam') spam
('data/075/096', 'spam') spam
('data/075/097', 'spam') spam
('data/075/098', 'spam') spam
('data/075/099', 'spam') ham
('data/075/100', 'spam') spam
('data/075/101', 'ham') ham
('data/075/102', 'ham') ham
('data/075/103', 'spam') spam
('data/075/104', 'ham') spam
('data/075/105', 'spam') spam
('data/075/106', 'spam') spam
('data/075/107', 'ham') ham
('data/075/108', 'spam') spam
('data/075/109', 'spam') spam
('data/075/110', 'spam') spam
('data/075/111', 'spam') spam
('data/075/112', 'spam') spam
('data/075/113', 'ham') ham
('data/075/114', 'spam') spam
('data/075/115', 'spam') spam
('data/075/116', 'spam') spam
('data/075/117', 'spam') spam
('data/075/118', 'ham') ham
('data/075/119', 'spam') spam
('data/075/120', 'ham') ham
('data/075/121', 'spam') spam
('data/075/122', 'ham') spam
('data/075/123', 'spam') spam
('data/075/124', 'spam') spam
('data/075/125', 'ham') ham
('data/075/126', 'ham') ham
('data/075/127', 'ham') ham
('data/075/128', 'ham') ham
('data/075/129', 'spam') spam
('data/075/130', 'ham') ham
('data/075/131', 'spam') spam
('data/075/132', 'spam') spam
('data/075/133', 'spam') spam
('data/075/134', 'spam') spam
('data/075/135', 'spam') spam
('data/075/136', 'spam') spam
('data/075/137', 'ham') ham
('data/075/138', 'spam') spam
('data/075/139', 'spam') spam
('data/075/140', 'ham') ham
('data/075/141', 'spam') spam
('data/075/142', 'spam') spam
('data/075/143', 'spam') spam
('data/075/144', 'spam') spam
('data/075/145', 'spam') spam
('data/075/146', 'spam') spam
('data/075/147', 'spam') spam
('data/075/148', 'spam') spam
('data/075/149', 'spam') spam
('data/075/150', 'ham') ham
('data/075/151', 'spam') spam
('data/075/152', 'ham') ham
('data/075/153', 'ham') ham
('data/075/154', 'spam') spam
('data/075/155', 'ham') ham
('data/075/156', 'ham') ham
('data/075/157', 'ham') ham
('data/075/158', 'ham') ham
('data/075/159', 'spam') spam
('data/075/160', 'spam') spam
('data/075/161', 'spam') spam
('data/075/162', 'spam') spam
('data/075/163', 'spam') spam
('data/075/164', 'spam') spam
('data/075/165', 'spam') spam
('data/075/166', 'spam') spam
('data/075/167', 'spam') spam
('data/075/168', 'ham') ham
('data/075/169', 'ham') ham
('data/075/170', 'spam') spam
('data/075/171', 'spam') spam
('data/075/172', 'spam') spam
('data/075/173', 'ham') ham
('data/075/174', 'spam') spam
('data/075/175', 'spam') spam
('data/075/176', 'spam') spam
('data/075/177', 'spam') spam
('data/075/178', 'spam') spam
('data/075/179', 'spam') spam
('data/075/180', 'spam') spam
('data/075/181', 'spam') spam
('data/075/182', 'spam') spam
('data/075/183', 'spam') spam
('data/075/184', 'spam') spam
('data/075/185', 'spam') ham
('data/075/186', 'ham') ham
('data/075/187', 'ham') ham
('data/075/188', 'spam') spam
('data/075/189', 'ham') ham
('data/075/190', 'ham') ham
('data/075/191', 'ham') ham
('data/075/192', 'ham') ham
('data/075/193', 'ham') ham
('data/075/194', 'ham') ham
('data/075/195', 'ham') ham
('data/075/196', 'spam') spam
('data/075/197', 'ham') ham
('data/075/198', 'spam') spam
('data/075/199', 'spam') ham
('data/075/200', 'ham') ham
('data/075/201', 'spam') spam
('data/075/202', 'ham') ham
('data/075/203', 'spam') spam
('data/075/204', 'ham') ham
('data/075/205', 'ham') ham
('data/075/206', 'spam') spam
('data/075/207', 'ham') ham
('data/075/208', 'ham') ham
('data/075/209', 'spam') spam
('data/075/210', 'spam') spam
('data/075/211', 'ham') ham
('data/075/212', 'spam') spam
('data/075/213', 'spam') spam
('data/075/214', 'spam') spam
('data/075/215', 'spam') spam
('data/075/216', 'spam') spam
('data/075/217', 'spam') spam
('data/075/218', 'spam') spam
('data/075/219', 'spam') ham
('data/075/220', 'spam') spam
('data/075/221', 'spam') ham
('data/075/222', 'ham') ham
('data/075/223', 'ham') ham
('data/075/224', 'spam') spam
('data/075/225', 'ham') spam
('data/075/226', 'ham') ham
('data/075/227', 'spam') spam
('data/075/228', 'spam') spam
('data/075/229', 'spam') spam
('data/075/230', 'ham') ham
('data/075/231', 'spam') spam
('data/075/232', 'spam') ham
('data/075/233', 'ham') ham
('data/075/234', 'spam') spam
('data/075/235', 'spam') spam
('data/075/236', 'spam') spam
('data/075/237', 'spam') spam
('data/075/238', 'spam') spam
('data/075/239', 'spam') spam
('data/075/240', 'spam') spam
('data/075/241', 'ham') spam
('data/075/242', 'ham') ham
('data/075/243', 'ham') ham
('data/075/244', 'spam') spam
('data/075/245', 'spam') spam
('data/075/246', 'ham') ham
('data/075/247', 'spam') ham
('data/075/248', 'spam') spam
('data/075/249', 'spam') spam
('data/075/250', 'spam') spam
('data/075/251', 'spam') spam
('data/075/252', 'spam') spam
('data/075/253', 'spam') spam
('data/075/254', 'spam') spam
('data/075/255', 'ham') ham
('data/075/256', 'ham') ham
('data/075/257', 'spam') spam
('data/075/258', 'spam') spam
('data/075/259', 'spam') spam
('data/075/260', 'spam') spam
('data/075/261', 'spam') spam
('data/075/262', 'spam') spam
('data/075/263', 'spam') spam
('data/075/264', 'ham') ham
('data/075/265', 'spam') spam
('data/075/266', 'spam') spam
('data/075/267', 'spam') spam
('data/075/268', 'ham') ham
('data/075/269', 'spam') spam
('data/075/270', 'spam') ham
('data/075/271', 'spam') spam
('data/075/272', 'spam') spam
('data/075/273', 'spam') spam
('data/075/274', 'spam') spam
('data/075/275', 'spam') spam
('data/075/276', 'spam') spam
('data/075/277', 'spam') spam
('data/075/278', 'spam') spam
('data/075/279', 'spam') spam
('data/075/280', 'spam') spam
('data/075/281', 'spam') spam
('data/075/282', 'spam') ham
('data/075/283', 'spam') ham
('data/075/284', 'spam') spam
('data/075/285', 'spam') spam
('data/075/286', 'spam') spam
