Top 5000 words, Total Occurences, Spam Occurences, Ham Occurences

('http', 13057) 10933 2124
('niŋȓp', 50) 50 0
('ȓpɒt', 50) 50 0
('ƀ', 50) 50 0
('邾', 50) 50 0
('肩', 50) 50 0
('ƍlt', 50) 50 0
('傤', 50) 50 0
('agȏo', 50) 50 0
('ʁ', 50) 50 0
('ځ', 50) 50 0
('ppppppppppppppppppppppppppppppppp', 50) 50 0
('iⴂɨv', 50) 50 0
('cyeȓpɂgłi', 50) 50 0
('qjły', 50) 50 0
('qəo', 50) 50 0
('ƒo', 50) 50 0
('siȃ', 50) 50 0
('oɘrꂽa', 50) 50 0
('ʖڂȏo', 50) 50 0
('gړiezttłb', 50) 50 0
('ivsŏgevѕ', 50) 50 0
('tcgłi', 50) 50 0
('ztt', 50) 50 0
('presence', 50) 28 22
('docscan', 50) 50 0
('hgh', 50) 50 0
('formed', 50) 22 28
('housing', 50) 14 36
('traditional', 50) 24 26
('oi', 50) 47 3
('proven', 50) 34 16
('nts', 50) 48 2
('transform', 50) 34 16
('titles', 50) 34 16
('associates', 50) 38 12
('oprah', 50) 48 2
('rule', 50) 8 42
('wine', 50) 36 14
('specializes', 50) 46 4
('arrived', 50) 12 38
('blow', 50) 16 34
('awhile', 50) 24 26
('women', 50) 23 27
('sep', 50) 9 41
('exit', 50) 2 48
('attachments', 50) 4 46
('convenience', 50) 4 46
('calculate', 50) 4 46
('authors', 50) 0 50
('sensing', 50) 0 50
('precedence', 50) 0 50
('describing', 50) 0 50
('latch', 50) 0 50
('sargent', 50) 0 50
('angle', 50) 0 50
('assembling', 50) 0 50
('qualifications', 49) 42 7
('llc', 49) 42 7
('employment', 49) 40 9
('contract', 49) 32 17
('rent', 49) 30 19
('mountains', 49) 40 9
('medication', 49) 48 1
('funding', 49) 2 47
('stake', 49) 46 3
('zb', 49) 42 7
('bourne', 49) 48 1
('jason', 49) 30 19
('levy', 49) 46 3
('nation', 49) 32 17
('chain', 49) 26 23
('stopping', 49) 38 11
('conducted', 49) 32 17
('credible', 49) 46 3
('smart', 49) 9 40
('pole', 49) 36 13
('clubs', 49) 48 1
('pace', 49) 32 17
('bet', 49) 10 39
('temporarily', 49) 31 18
('rdl', 49) 48 1
('debugging', 49) 6 43
('yang', 49) 43 6
('mso', 49) 46 3
('film', 49) 30 19
('temperatures', 49) 30 19
('magnetic', 49) 3 46
('upto', 49) 24 25
('fan', 49) 18 31
('tries', 49) 18 31
('precise', 49) 14 35
('defects', 49) 48 1
('scratches', 49) 48 1
('tip', 49) 12 37
('logical', 49) 12 37
('prescription', 49) 47 2
('employees', 49) 32 17
('latter', 49) 8 41
('xt', 49) 38 11
('affairs', 49) 6 43
('heavily', 49) 14 35
('facilities', 49) 12 37
('pulled', 49) 16 33
('park', 49) 12 37
('bother', 49) 18 31
('illegal', 49) 2 47
('beep', 49) 2 47
('icon', 49) 4 45
('deleted', 49) 8 41
('ends', 49) 4 45
('returning', 49) 4 45
('mini', 49) 8 41
('architecture', 49) 2 47
('associate', 49) 0 49
('essentially', 49) 0 49
('rick', 49) 0 49
('reverse', 49) 0 49
('quit', 49) 0 49
('hobby', 49) 0 49
('gathright', 49) 0 49
('ticks', 49) 0 49
('capacitors', 49) 0 49
('gdc', 48) 48 0
('thewait', 48) 48 0
('measures', 48) 9 39
('uation', 48) 48 0
('tbxq', 48) 48 0
('raised', 48) 28 20
('buyuden', 48) 48 0
('infrastructure', 48) 30 18
('constructed', 48) 18 30
('rose', 48) 30 18
('mbs', 48) 43 5
('xpress', 48) 48 0
('multilanguage', 48) 48 0
('rcn', 48) 48 0
('relationship', 48) 10 38
('msg', 48) 14 34
('standing', 48) 26 22
('opposite', 48) 20 28
('simon', 48) 4 44
('inner', 48) 20 28
('aqxie', 48) 48 0
('zbh', 48) 48 0
('uppharrm', 48) 48 0
('versus', 48) 28 20
('paypal', 48) 48 0
('restore', 48) 28 20
('parent', 48) 29 19
('strategic', 48) 36 12
('rt', 48) 4 44
('accurately', 48) 26 22
('chosen', 48) 18 30
('smaug', 48) 48 0
('atches', 48) 48 0
('bazaar', 48) 48 0
('breguet', 48) 48 0
('chopard', 48) 48 0
('chronoswiss', 48) 48 0
('corum', 48) 48 0
('longines', 48) 48 0
('lacroix', 48) 48 0
('montblanc', 48) 48 0
('piaget', 48) 48 0
('ulysse', 48) 48 0
('nardin', 48) 48 0
('arranty', 48) 48 0
('shot', 48) 18 30
('jm', 48) 40 8
('superior', 48) 30 18
('widely', 48) 25 23
('agreements', 48) 42 6
('converter', 48) 14 34
('deposit', 48) 43 5
('watashinokobeya', 48) 48 0
('biggest', 48) 16 32
('accessible', 48) 9 39
('wanting', 48) 11 37
('regardless', 48) 4 44
('migrate', 48) 42 6
('adoption', 48) 44 4
('reasonably', 48) 8 40
('attempting', 48) 8 40
('kent', 48) 6 42
('steal', 48) 40 8
('subscribed', 48) 24 24
('ft', 48) 12 36
('static', 48) 4 44
('designing', 48) 2 46
('peak', 48) 4 44
('accomplish', 48) 2 46
('survey', 48) 10 38
('flag', 48) 2 46
('manually', 48) 2 46
('evaluation', 48) 0 48
('enabled', 48) 0 48
('panel', 48) 0 48
('embedded', 48) 0 48
('rts', 48) 0 48
('outgoing', 48) 0 48
('connectors', 48) 0 48
('recognition', 48) 0 48
('anthony', 48) 0 48
('wirz', 48) 0 48
('bills', 47) 38 9
('ivronsiname', 47) 47 0
('spa', 47) 43 4
('aco', 47) 47 0
('abh', 47) 46 1
('coating', 47) 40 7
('cheese', 47) 40 7
('annoying', 47) 12 35
('finest', 47) 36 11
('aym', 47) 47 0
('attempts', 47) 25 22
('sivňs', 47) 47 0
('ǁa肪ȃbȏo', 47) 47 0
('anłi', 47) 47 0
('nkat', 47) 47 0
('alȃȃ', 47) 47 0
('sfl', 47) 47 0
('rdwthȃrriłˁii', 47) 47 0
('jis', 47) 42 5
('zone', 47) 36 11
('bni', 47) 46 1
('explained', 47) 6 41
('educational', 47) 2 45
('por', 47) 42 5
('journey', 47) 38 9
('constantly', 47) 14 33
('reviewed', 47) 26 21
('marquee', 47) 47 0
('finance', 47) 36 11
('bbs', 47) 33 14
('pad', 47) 17 30
('dahdghonow', 47) 47 0
('jsp', 47) 46 1
('evidence', 47) 21 26
('vacuum', 47) 30 17
('valuable', 47) 18 29
('layer', 47) 22 25
('tar', 47) 20 27
('attack', 47) 14 33
('afraid', 47) 16 31
('subsidiary', 47) 46 1
('controls', 47) 10 37
('talks', 47) 2 45
('segment', 47) 8 39
('refid', 47) 47 0
('cables', 47) 6 41
('identify', 47) 6 41
('backwards', 47) 14 33
('pop', 47) 12 35
('anderson', 47) 10 37
('despite', 47) 18 29
('cleveland', 47) 10 37
('virtual', 47) 6 41
('velocity', 47) 2 45
('scheme', 47) 2 45
('typically', 47) 2 45
('specification', 47) 2 45
('typing', 47) 1 46
('pdt', 47) 0 47
('dev', 47) 0 47
('fails', 47) 0 47
('causes', 47) 0 47
('switched', 47) 0 47
('researchers', 47) 0 47
('experimental', 47) 0 47
('mapping', 47) 0 47
('instruments', 47) 0 47
('damaged', 47) 0 47
('ohio', 47) 0 47
('vox', 47) 0 47
('pennington', 47) 0 47
('justin', 47) 0 47
('demodulator', 47) 0 47
('ywq', 46) 46 0
('kagai', 46) 46 0
('cooperation', 46) 20 26
('streams', 46) 32 14
('izon', 46) 46 0
('inzon', 46) 46 0
('coffee', 46) 22 24
('itnq', 46) 46 0
('shadow', 46) 30 16
('born', 46) 18 28
('dotted', 46) 34 12
('verification', 46) 25 21
('cgd', 46) 46 0
('bottle', 46) 36 10
('truck', 46) 38 8
('characteristics', 46) 14 32
('incoming', 46) 14 32
('vontresf', 46) 46 0
('oey', 46) 46 0
('ji', 46) 42 4
('decent', 46) 14 32
('bs', 46) 28 18
('computational', 46) 14 32
('ben', 46) 10 36
('ya', 46) 31 15
('keyword', 46) 6 40
('richmond', 46) 2 44
('ups', 46) 3 43
('ctrl', 46) 0 46
('speeds', 46) 0 46
('simpler', 46) 0 46
('counts', 46) 0 46
('opposed', 46) 0 46
('registers', 46) 0 46
('removing', 46) 0 46
('documented', 46) 0 46
('corresponding', 46) 0 46
('rotation', 46) 0 46
('contest', 46) 0 46
('bridges', 46) 0 46
('nicd', 46) 0 46
('female', 45) 10 35
('percent', 45) 18 27
('dream', 45) 28 17
('euros', 45) 44 1
('ʒ', 45) 45 0
('ϵ', 45) 45 0
('consult', 45) 26 19
('cw', 45) 38 7
('lump', 45) 44 1
('telecommunication', 45) 41 4
('bulb', 45) 30 15
('cake', 45) 42 3
('lady', 45) 32 13
('assumed', 45) 5 40
('automated', 45) 22 23
('notify', 45) 31 14
('mo', 45) 20 25
('rn', 45) 38 7
('bsp', 45) 38 7
('father', 45) 24 21
('ease', 45) 17 28
('sack', 45) 39 6
('approve', 45) 36 9
('durability', 45) 42 3
('african', 45) 34 11
('fellow', 45) 13 32
('revision', 45) 25 20
('bidi', 45) 44 1
('etp', 45) 44 1
('eliminate', 45) 16 29
('fell', 45) 32 13
('jean', 45) 6 39
('overcome', 45) 34 11
('spacer', 45) 44 1
('dragon', 45) 40 5
('reflect', 45) 6 39
('ó', 45) 45 0
('kevin', 45) 6 39
('balance', 45) 23 22
('guest', 45) 12 33
('rmz', 45) 42 3
('concerns', 45) 12 33
('becoming', 45) 24 21
('chances', 45) 18 27
('consideration', 45) 13 32
('joseph', 45) 2 43
('prepared', 45) 10 35
('coast', 45) 4 41
('foundation', 45) 6 39
('replacing', 45) 2 43
('null', 45) 4 41
('ohm', 45) 0 45
('submissions', 45) 0 45
('tend', 45) 0 45
('communicating', 45) 0 45
('grateful', 45) 0 45
('semester', 45) 0 45
('iname', 45) 0 45
('xoxxooxxxoooxxxxooooxxxxxoooooxxxxxxoooooxxxxxooooxxxxoooxxxooxxox', 45) 0 45
('cid', 44) 40 4
('bent', 44) 36 8
('judge', 44) 36 8
('bcv', 44) 44 0
('erectile', 44) 44 0
('nphhu', 44) 44 0
('ock', 44) 44 0
('fancy', 44) 18 26
('pj', 44) 40 4
('bgjg', 44) 44 0
('participant', 44) 30 14
('bearing', 44) 26 18
('overpace', 44) 44 0
('mra', 44) 44 0
('precious', 44) 38 6
('identity', 44) 34 10
('lc', 44) 30 14
('wondered', 44) 8 36
('belt', 44) 34 10
('burst', 44) 30 14
('specials', 44) 42 2
('des', 44) 24 20
('sclass', 44) 44 0
('oepo', 44) 44 0
('eagle', 44) 36 8
('beneficial', 44) 40 4
('sf', 44) 27 17
('mem', 44) 16 28
('taught', 44) 24 20
('hcn', 44) 44 0
('derive', 44) 36 8
('oo', 44) 31 13
('chief', 44) 30 14
('silly', 44) 18 26
('footer', 44) 41 3
('association', 44) 6 38
('whereas', 44) 13 31
('tunnel', 44) 32 12
('foil', 44) 30 14
('reporter', 44) 42 2
('edif', 44) 44 0
('arroyo', 44) 44 0
('battle', 44) 16 28
('initially', 44) 16 28
('primitive', 44) 34 10
('bite', 44) 10 34
('bkbn', 44) 44 0
('observed', 44) 10 34
('hur', 44) 44 0
('rough', 44) 16 28
('cleaner', 44) 36 8
('nbg', 44) 44 0
('inquiring', 44) 42 2
('signing', 44) 42 2
('hans', 44) 6 38
('procedures', 44) 8 36
('acceptance', 44) 12 32
('absolute', 44) 18 26
('chen', 44) 4 40
('iron', 44) 14 30
('probe', 44) 6 38
('india', 44) 4 40
('society', 44) 2 42
('simultaneously', 44) 2 42
('emitter', 44) 4 40
('encountered', 44) 2 42
('diameter', 44) 2 42
('newer', 44) 0 44
('sparc', 44) 0 44
('michigan', 44) 0 44
('creation', 44) 0 44
('interfaces', 44) 0 44
('workshop', 44) 0 44
('theoretical', 44) 0 44
('diagram', 44) 0 44
('cycles', 44) 0 44
('lateral', 43) 40 3
('flood', 43) 38 5
('russian', 43) 30 13
('asethgnow', 43) 43 0
('grab', 43) 20 23
('ϵ绰', 43) 43 0
('otcbb', 43) 42 1
('unbeatable', 43) 43 0
('sudio', 43) 43 0
('screws', 43) 30 13
('bend', 43) 16 27
('italian', 43) 14 29
('jumped', 43) 34 9
('intent', 43) 36 7
('completes', 43) 34 9
('iy', 43) 36 7
('tl', 43) 30 13
('remittance', 43) 42 1
('accessed', 43) 14 29
('bricks', 43) 28 15
('hide', 43) 28 15
('bandwidth', 43) 18 25
('comprehensive', 43) 19 24
('bacterial', 43) 42 1
('japan', 43) 20 23
('minus', 43) 14 29
('complicated', 43) 1 42
('movie', 43) 18 25
('activate', 43) 10 33
('statistics', 43) 16 27
('magnitude', 43) 22 21
('iframe', 43) 42 1
('pls', 43) 5 38
('parties', 43) 20 23
('worst', 43) 12 31
('patient', 43) 36 7
('forced', 43) 28 15
('technician', 43) 2 41
('emphasis', 43) 16 27
('chicago', 43) 12 31
('limitations', 43) 8 35
('stefano', 43) 2 41
('facing', 43) 2 41
('traces', 43) 2 41
('koch', 43) 6 37
('gateway', 43) 2 41
('burn', 43) 2 41
('scsi', 43) 0 43
('vcc', 43) 0 43
('orientation', 43) 0 43
('emacs', 43) 0 43
('expanded', 43) 0 43
('relay', 43) 0 43
('adr', 43) 0 43
('interaction', 43) 0 43
('pst', 43) 0 43
('undergraduate', 43) 0 43
('hz', 43) 0 43
('developer', 43) 0 43
('downloads', 43) 0 43
('reservoir', 42) 34 8
('sick', 42) 36 6
('alexander', 42) 26 16
('voices', 42) 26 16
('abk', 42) 38 4
('sooner', 42) 32 10
('ʽ', 42) 42 0
('angeles', 42) 16 26
('kkmedsa', 42) 42 0
('husband', 42) 36 6
('mirkwood', 42) 42 0
('voip', 42) 42 0
('loud', 42) 38 4
('parking', 42) 32 10
('cook', 42) 36 6
('sight', 42) 20 22
('pei', 42) 40 2
('cationslate', 42) 42 0
('notified', 42) 28 14
('tout', 42) 37 5
('lgsksm', 42) 42 0
